County,TotalPop,IncomePerCap,Poverty,Id,%Poverty,cases,deaths,TotalCases,TotalDeaths,TotalCasesper100k,TotalDeathsper100k
"Baker County, Georgia",3251,46962,34.9,126,1.073515841,29472,1341,29472,1341,0.29472,0.01341
"Baker County, Oregon",15980,154241,90,127,0.563204005,55586,663,55586,663,0.55586,0.00663
"Baldwin County, Alabama",203360,903052,399.1,128,0.19625295,2003567,23041,2003567,23041,20.03567,0.23041
"Baldwin County, Georgia",45527,174227,268,129,0.588661673,575142,16327,575142,16327,5.75142,0.16327
"Ballard County, Kentucky",8152,77036,56.9,130,0.697988224,30916,348,30916,348,0.30916,0.00348
"Baltimore County, Maryland",828637,7987756,2011.2,131,0.242711827,6381173,196935,6381173,196935,63.81173,1.96935
"Baltimore city, Maryland",619796,5628513,4697.5,132,0.757910667,,,,,,
"Bamberg County, South Carolina",14842,81610,90.3,133,0.60840857,172842,7398,172842,7398,1.72842,0.07398
"Bandera County, Texas",21316,144936,83.4,134,0.391255395,81454,2203,81454,2203,0.81454,0.02203
"Banks County, Georgia",18363,77257,58.3,135,0.31748625,180070,2827,180070,2827,1.8007,0.02827
"Banner County, Nebraska",728,30736,8.9,136,1.222527473,2661,0,2661,0,0.02661,0
"Bannock County, Idaho",84113,522800,418.8,137,0.497901632,764084,6849,764084,6849,7.64084,0.06849
"Baraga County, Michigan",8580,38325,29,138,0.337995338,67579,2696,67579,2696,0.67579,0.02696
"Barber County, Kansas",4905,57880,30.2,139,0.615698267,30848,182,30848,182,0.30848,0.00182
"Barbour County, Alabama",26201,161025,249.8,140,0.953398725,268771,4077,268771,4077,2.68771,0.04077
"Barbour County, West Virginia",16790,82280,93.2,141,0.555092317,89301,1322,89301,1322,0.89301,0.01322
"Barceloneta Municipio, Puerto Rico",24583,34083,202.8,142,0.824960338,,,,,,
"Barnes County, North Dakota",10971,129124,38.5,143,0.350925166,140791,2447,140791,2447,1.40791,0.02447
"Barnstable County, Massachusetts",213900,2311604,435.9,144,0.203786816,925594,56150,925594,56150,9.25594,0.5615
"Barnwell County, South Carolina",21788,100073,136.8,145,0.627868551,230628,5103,230628,5103,2.30628,0.05103
"Barranquitas Municipio, Puerto Rico",29237,46179,362.7,146,1.240551356,,,,,,
"Barren County, Kentucky",43418,208266,225.2,147,0.518678889,362540,4897,362540,4897,3.6254,0.04897
"Barron County, Wisconsin",45358,269156,117.2,148,0.258388818,519790,6200,519790,6200,5.1979,0.062
"Barrow County, Georgia",75099,406101,250.3,149,0.333293386,835166,13930,835166,13930,8.35166,0.1393
"Barry County, Michigan",59607,301773,102.8,150,0.172462966,340148,3552,340148,3552,3.40148,0.03552
"Barry County, Missouri",35398,147772,143.9,151,0.406520142,239281,4159,239281,4159,2.39281,0.04159
"Bartholomew County, Indiana",81024,454964,183.9,152,0.226969787,712263,19700,712263,19700,7.12263,0.197
"Barton County, Kansas",27067,211398,122.1,153,0.451102819,265675,2585,265675,2585,2.65675,0.02585
"Barton County, Missouri",11942,75939,55.9,154,0.468095796,103024,877,103024,877,1.03024,0.00877
"Bartow County, Georgia",102623,375754,228.2,155,0.222367306,1207699,26164,1207699,26164,12.07699,0.26164
"Bastrop County, Texas",80306,253972,132.8,156,0.165367469,656969,8379,656969,8379,6.56969,0.08379
"Bates County, Missouri",16405,101376,59.5,157,0.362694301,96200,1680,96200,1680,0.962,0.0168
"Bath County, Kentucky",12189,56131,81.4,158,0.667815243,60558,906,60558,906,0.60558,0.00906
"Bath County, Virginia",4458,28195,9.3,159,0.208613728,17101,174,17101,174,0.17101,0.00174
"Baxter County, Arkansas",41093,223880,114.9,160,0.279609666,245192,6714,245192,6714,2.45192,0.06714
"Bay County, Florida",180117,1168374,669.3,161,0.371591799,1917679,33022,1917679,33022,19.17679,0.33022
"Bay County, Michigan",105350,645689,481,162,0.456573327,739088,26129,739088,26129,7.39088,0.26129
"Bayamón Municipio, Puerto Rico",188614,875501,2193.7,163,1.163063187,,,,,,
"Bayfield County, Wisconsin",15004,142106,54.7,164,0.364569448,106345,1801,106345,1801,1.06345,0.01801
"Baylor County, Texas",3602,30820,13.1,165,0.363686841,21528,858,21528,858,0.21528,0.00858
"Beadle County, South Dakota",18163,155526,126.1,166,0.694268568,369896,5087,369896,5087,3.69896,0.05087
"Bear Lake County, Idaho",5942,49261,27.4,167,0.461124201,31777,226,31777,226,0.31777,0.00226
"Beaufort County, North Carolina",47316,280783,205.7,168,0.434736664,377489,8390,377489,8390,3.77489,0.0839
"Beaufort County, South Carolina",179316,1581450,451,169,0.251511298,1685438,21720,1685438,21720,16.85438,0.2172
"Beauregard Parish, Louisiana",36598,167588,126,170,0.344281108,,,,,,
"Beaver County, Oklahoma",5445,79552,36,171,0.661157025,38972,311,38972,311,0.38972,0.00311
"Beaver County, Pennsylvania",168161,1430302,623.3,172,0.370656692,1061459,44557,1061459,44557,10.61459,0.44557
"Beaver County, Utah",6414,42303,21.1,173,0.328967883,43301,283,43301,283,0.43301,0.00283
"Beaverhead County, Montana",9360,87344,45.2,174,0.482905983,88418,729,88418,729,0.88418,0.00729
"Becker County, Minnesota",33552,293247,117.4,175,0.349904626,295540,3262,295540,3262,2.9554,0.03262
"Beckham County, Oklahoma",22971,93818,58.5,176,0.25466893,242603,2845,242603,2845,2.42603,0.02845
"Bedford County, Pennsylvania",48891,266481,150.2,177,0.307214007,307787,9150,307787,9150,3.07787,0.0915
"Bedford County, Tennessee",46854,213446,144.7,178,0.30883169,618214,9108,618214,9108,6.18214,0.09108
"Bedford County, Virginia",77319,518871,145,179,0.187534759,438549,4516,438549,4516,4.38549,0.04516
"Bee County, Texas",32729,138314,120.1,180,0.366952855,447983,7774,447983,7774,4.47983,0.07774
"Belknap County, New Hampshire",60383,523907,134.2,181,0.222247984,209757,5839,209757,5839,2.09757,0.05839
"Bell County, Kentucky",27469,133944,327,182,1.190432852,245080,3805,245080,3805,2.4508,0.03805
"Bell County, Texas",336506,1487519,1040.2,183,0.309117817,2034725,27708,2034725,27708,20.34725,0.27708
"Belmont County, Ohio",68889,490036,333.2,184,0.483676639,440429,8520,440429,8520,4.40429,0.0852
"Beltrami County, Minnesota",45847,238448,184.5,185,0.402425459,333970,4006,333970,4006,3.3397,0.04006
"Ben Hill County, Georgia",17272,87673,142.4,186,0.824455767,241862,7234,241862,7234,2.41862,0.07234
"Benewah County, Idaho",9050,46328,31.2,187,0.344751381,57388,705,57388,705,0.57388,0.00705
"Bennett County, South Dakota",3440,30734,75.3,188,2.188953488,43530,939,43530,939,0.4353,0.00939
"Bennington County, Vermont",36054,384898,144,189,0.399400899,81474,517,81474,517,0.81474,0.00517
"Benson County, North Dakota",6875,102150,105.4,190,1.533090909,128115,2221,128115,2221,1.28115,0.02221
"Bent County, Colorado",5806,14028,24.5,191,0.421977265,90671,1156,90671,1156,0.90671,0.01156
"Benton County, Arkansas",251823,1518352,540.4,192,0.214595172,2724340,35683,2724340,35683,27.2434,0.35683
"Benton County, Indiana",8685,70726,45.7,193,0.526194588,81534,721,81534,721,0.81534,0.00721
"Benton County, Iowa",25646,222315,60.8,194,0.237074008,241135,3928,241135,3928,2.41135,0.03928
"Benton County, Minnesota",39360,252909,101,195,0.256605691,456305,7988,456305,7988,4.56305,0.07988
"Benton County, Mississippi",8306,36242,43.2,196,0.520105948,98456,2449,98456,2449,0.98456,0.02449
"Benton County, Missouri",18918,121980,113.5,197,0.599957712,146774,1909,146774,1909,1.46774,0.01909
"Benton County, Oregon",88249,538668,425.6,198,0.482271754,180225,2304,180225,2304,1.80225,0.02304
"Benton County, Tennessee",16154,106905,108.9,199,0.674136437,148191,3584,148191,3584,1.48191,0.03584
"Benton County, Washington",190529,1102170,482.1,200,0.253032347,1798455,38093,1798455,38093,17.98455,0.38093
"Benzie County, Michigan",17462,143046,51.7,201,0.296071469,74640,2269,74640,2269,0.7464,0.02269
"Bergen County, New Jersey",937920,8375506,1313,202,0.139990618,9592326,621352,9592326,621352,95.92326,6.21352
"Berkeley County, South Carolina",204632,1145385,600.4,203,0.293404746,1641462,23102,1641462,23102,16.41462,0.23102
"Berkeley County, West Virginia",111610,380136,193.6,204,0.173461159,776795,7725,776795,7725,7.76795,0.07725
"Berks County, Pennsylvania",415500,2453433,1458.9,205,0.351119134,3540128,132387,3540128,132387,35.40128,1.32387
"Berkshire County, Massachusetts",127751,1337074,433.6,206,0.339410259,445495,24036,445495,24036,4.45495,0.24036
"Bernalillo County, New Mexico",674855,4437583,2760.3,207,0.409021197,4890892,82107,4890892,82107,48.90892,0.82107
"Berrien County, Georgia",19014,109999,139,208,0.731040286,170900,4202,170900,4202,1.709,0.04202
"Berrien County, Michigan",154948,1284191,884,209,0.570513979,1203770,30464,1203770,30464,12.0377,0.30464
"Bertie County, North Carolina",19913,72910,88.1,210,0.442424547,191119,4298,191119,4298,1.91119,0.04298
"Bethel Census Area, Alaska",17957,58794,79,211,0.439939856,,,,,,
"Bexar County, Texas",1892004,9493264,6387.7,212,0.337615565,19230919,326477,19230919,326477,192.30919,3.26477
"Bibb County, Alabama",22580,87196,55.7,213,0.246678477,261043,5272,261043,5272,2.61043,0.05272
"Bibb County, Georgia",153923,955167,1413.2,214,0.918121398,1742553,46389,1742553,46389,17.42553,0.46389
"Bienville Parish, Louisiana",13806,115560,122.8,215,0.889468347,,,,,,
"Big Horn County, Montana",13290,86816,140.1,216,1.054176072,305330,8673,305330,8673,3.0533,0.08673
"Big Horn County, Wyoming",11920,70746,37.2,217,0.312080537,88302,2215,88302,2215,0.88302,0.02215
"Big Stone County, Minnesota",5039,88230,33.6,218,0.666798968,50859,269,50859,269,0.50859,0.00269
"Billings County, North Dakota",983,44683,10.3,219,1.047812818,6441,0,6441,0,0.06441,0
"Bingham County, Idaho",45369,162419,113.3,220,0.249729992,454761,5713,454761,5713,4.54761,0.05713
"Black Hawk County, Iowa",132960,982014,691.8,221,0.520306859,1940395,34130,1940395,34130,19.40395,0.3413
"Blackford County, Indiana",12214,88126,52.9,222,0.433109546,108527,2521,108527,2521,1.08527,0.02521
"Bladen County, North Carolina",34130,124124,148.9,223,0.436273074,310284,4275,310284,4275,3.10284,0.04275
"Blaine County, Idaho",21583,139085,57.9,224,0.268266691,298600,2410,298600,2410,2.986,0.0241
"Blaine County, Montana",6646,66088,137.1,225,2.062894974,71479,2269,71479,2269,0.71479,0.02269
"Blaine County, Nebraska",502,28503,9.8,226,1.952191235,1778,0,1778,0,0.01778,0
"Blaine County, Oklahoma",9680,122301,75.7,227,0.782024793,80518,467,80518,467,0.80518,0.00467
"Blair County, Pennsylvania",124736,828226,587.1,228,0.470674064,831141,18730,831141,18730,8.31141,0.1873
"Blanco County, Texas",11089,62451,21.6,229,0.194787627,50610,1551,50610,1551,0.5061,0.01551
"Bland County, Virginia",6524,47370,16.5,230,0.252912324,49130,949,49130,949,0.4913,0.00949
"Bleckley County, Georgia",12779,64502,72.9,231,0.570467173,155065,5666,155065,5666,1.55065,0.05666
"Bledsoe County, Tennessee",14413,63175,63.4,232,0.439880663,306303,1256,306303,1256,3.06303,0.01256
"Blount County, Alabama",57667,194386,147.8,233,0.256299097,630106,8669,630106,8669,6.30106,0.08669
"Blount County, Tennessee",127135,759122,358.3,234,0.281826405,1238856,13330,1238856,13330,12.38856,0.1333
"Blue Earth County, Minnesota",65767,452801,289.4,235,0.440038317,684766,3336,684766,3336,6.84766,0.03336
"Boise County, Idaho",6968,29648,11.3,236,0.16216992,30757,356,30757,356,0.30757,0.00356
"Bolivar County, Mississippi",33121,128384,315.1,237,0.951360164,548461,17594,548461,17594,5.48461,0.17594
"Bollinger County, Missouri",12347,61677,60,238,0.485948004,125470,1227,125470,1227,1.2547,0.01227
"Bon Homme County, South Dakota",6972,50668,19.9,239,0.285427424,172548,2176,172548,2176,1.72548,0.02176
"Bond County, Illinois",17034,103708,58.8,240,0.345191969,181146,2581,181146,2581,1.81146,0.02581
"Bonner County, Idaho",41855,225864,130.9,241,0.312746386,230295,1749,230295,1749,2.30295,0.01749
"Bonneville County, Idaho",110404,537102,258.9,242,0.234502373,1292880,12523,1292880,12523,12.9288,0.12523
"Boone County, Arkansas",37212,153339,116.8,243,0.313877244,329047,7795,329047,7795,3.29047,0.07795
"Boone County, Illinois",53638,196276,80.9,244,0.150825907,669177,10528,669177,10528,6.69177,0.10528
"Boone County, Indiana",63013,409048,67.6,245,0.10727945,583919,16108,583919,16108,5.83919,0.16108
"Boone County, Iowa",26381,212847,64,246,0.24259884,250060,2375,250060,2375,2.5006,0.02375
"Boone County, Kentucky",127682,680020,180.5,247,0.141366833,1040600,8764,1040600,8764,10.406,0.08764
"Boone County, Missouri",174589,789557,686.1,248,0.392980085,1834045,6403,1834045,6403,18.34045,0.06403
"Boone County, Nebraska",5357,58216,13.6,249,0.253873437,49480,298,49480,298,0.4948,0.00298
"Boone County, West Virginia",23236,167498,190.6,250,0.820278878,131869,2339,131869,2339,1.31869,0.02339
"Borden County, Texas",602,38923,2.8,251,0.465116279,1534,35,1534,35,0.01534,0.00035
"Bosque County, Texas",17955,180482,109.4,252,0.60930103,122719,2628,122719,2628,1.22719,0.02628
"Bossier Parish, Louisiana",125698,546185,448.2,253,0.356568919,,,,,,
"Botetourt County, Virginia",33149,272021,71.5,254,0.215692781,174277,3104,174277,3104,1.74277,0.03104
"Bottineau County, North Dakota",6651,108003,26,255,0.390918659,72484,2559,72484,2559,0.72484,0.02559
